"","mean","sd","2.5%","50%","97.5%","Rhat"
"X[36,7]",8.17865530831046,0.412202847489589,7.35618262958997,8.1761727674444,8.95799904994223,1.01
"X[37,7]",8.61349796083695,0.4131637525664,7.81112360996115,8.61523996956515,9.41118905664985,1.01
"X[38,7]",8.92287727532896,0.460394771096077,8.01637850958619,8.92407628371279,9.82967285259704,1.01
"X[39,7]",9.02425524086101,0.51705398391097,7.99085126099651,9.02894247769522,10.0540532542013,1
"X[40,7]",8.92892496159041,0.423499248043857,8.09126591076059,8.92128038497511,9.72391963001973,1
"X[41,7]",9.13353972340369,0.415686117761755,8.32569081753526,9.13515384318525,9.94502306294981,1
"X[42,7]",9.35409482211544,0.462752478339327,8.464360090278,9.33986020550914,10.2680233995421,1
"X[43,7]",9.38492588498845,0.592445928141931,8.21210063669716,9.39215161777778,10.5613872854862,1
"X[44,7]",9.24253186372602,0.624632574769713,8.04901915751734,9.23870549759366,10.4622914750048,1
"X[45,7]",9.19407735265125,0.642141044426968,7.94091463490105,9.1859924054599,10.4528425777044,1
"X[46,7]",9.12687561041421,0.652643333567656,7.86429771915901,9.12461648137241,10.3645043731001,1
"X[47,7]",9.17476560094977,0.629711772615538,7.95925723709804,9.17286013067,10.3851408908574,1
"X[48,7]",9.17391974104314,0.569815294699846,8.05389491924296,9.17167634505203,10.2832986759031,1
"X[49,7]",8.96760422644904,0.439571555288239,8.09235832400328,8.96980766433733,9.80842340758083,1.01
"X[50,7]",9.07859308362785,0.428938060702419,8.25450328707197,9.07001384343437,9.91880024177728,1
"X[51,7]",8.91241296318123,0.477216878230428,7.99390796335235,8.90858499849748,9.88243176225447,1.01
"X[52,7]",8.87161251442882,0.529190823723737,7.84684423246383,8.86931899832839,9.96304255640728,1
"X[53,7]",8.4797240159786,0.487389426270635,7.5524760592235,8.47701728031413,9.47128858059923,1.01
"X[54,7]",8.67244951079919,0.603403844192158,7.50014462527889,8.67949556354354,9.8595626944508,1
"X[55,7]",8.90477627802342,0.643103762517407,7.64591751483484,8.90724438839579,10.1740995784117,1
"X[56,7]",9.08202222810446,0.659634068254953,7.839930571422,9.08968266275857,10.3983521504335,1
"X[57,7]",9.16099743757583,0.664721996836152,7.84322798183548,9.16762874986,10.453304238053,1
"X[58,7]",9.32562417165355,0.658939909413776,8.01259018421498,9.33117339198638,10.6010114410294,1
"X[59,7]",9.4571558376826,0.658756236516714,8.13130884763583,9.45825718774451,10.750470141122,1
"X[60,7]",9.6591538030608,0.657719200309441,8.38578191043162,9.66029030110426,10.9811281004723,1
"X[61,7]",9.67342803761081,0.674617948272122,8.32172984128871,9.66583691193482,10.9941822606582,1
"X[62,7]",9.72884094861396,0.67112454564922,8.38929171461037,9.72125538968339,11.0729560032512,1
"X[63,7]",9.94984759104137,0.6822777232363,8.62088155017829,9.95014488824351,11.2886612672807,1
"X[64,7]",10.1073238665513,0.702450033208032,8.75499426831722,10.1001897226357,11.4836368394115,1
"X[65,7]",10.1330135451666,0.753317205493113,8.68272986557003,10.1404074036331,11.6206492574258,1
"X[66,7]",10.1875363745748,0.845244398622273,8.5526181637306,10.1884901473014,11.8168405604065,1
"X[1,8]",8.02392242664346,0.820581965685553,6.43833966458843,8.01312349874809,9.67275385067301,1
"X[2,8]",8.37142538044924,0.713050598331346,6.9922959154663,8.35048743354041,9.78995428487819,1
"X[3,8]",8.84658030262006,0.63943630579847,7.55820567125213,8.84875982273746,10.0743636850428,1.01
"X[4,8]",9.70777222696152,0.5318429342054,8.65477706653193,9.712205619619,10.7355713010483,1.01
"X[5,8]",10.121944258302,0.431366415987139,9.2112419568543,10.1202006645746,10.9925709561418,1.08
"X[6,8]",9.77544541952322,0.474555341745427,8.83727762770194,9.76788204630061,10.7542026772146,1.12
"X[7,8]",8.69426385999375,0.429030488051886,7.88123056548415,8.67409148545604,9.59176011782546,1.06
"X[8,8]",8.10491923941367,0.490966562401413,7.13565192707034,8.09329157484612,9.10836667220453,1.03
"X[9,8]",8.47127884283536,0.503784761159046,7.50335862917575,8.47350815751293,9.47748721539525,1.01
"X[10,8]",9.00048192361919,0.437269916511688,8.17545755122216,9.01143152165851,9.83627515998845,1.01
"X[11,8]",8.95982681994655,0.428468853168609,8.14922516758365,8.96433134215132,9.81105875336372,1.02
"X[12,8]",9.05878221532485,0.409495844477954,8.28928154098742,9.04568298611652,9.87974824009319,1.02
"X[13,8]",9.09222358767979,0.414126972060661,8.32558299454765,9.08670911453109,9.93406642915617,1.02
"X[14,8]",8.67351927003822,0.411784752481064,7.8756300946663,8.67556894493276,9.46251813032749,1.03
"X[15,8]",8.47895158391722,0.402913994065767,7.64697103563392,8.49800959115408,9.22732266652519,1.01
"X[16,8]",8.27052342311663,0.411117268475534,7.51687366406065,8.25197243923072,9.130389692117,1.01
"X[17,8]",7.92361602973941,0.511886869574223,6.81218180526882,7.95052408356273,8.88515090323517,1.06
"X[18,8]",7.48730762721612,0.588597206422358,6.34222581243421,7.48360345527455,8.61184392065805,1.02
"X[19,8]",7.43721458114283,0.617864446394919,6.22915224978355,7.42945989548037,8.65423622842739,1.01
"X[20,8]",7.54848538741284,0.606585765316154,6.38034551458171,7.54374235749718,8.72833483118046,1
"X[21,8]",7.59936435765107,0.595181288195201,6.44082835965342,7.58812252164916,8.77589957011715,1
"X[22,8]",7.48797575919809,0.550235520446555,6.43316788695747,7.48572843524707,8.58652742312011,1
"X[23,8]",7.08018675756868,0.466292824294258,6.16037573429466,7.07879137963097,8.00288345552125,1.01
"X[24,8]",6.7450878551076,0.41696986942308,5.9329037506887,6.74503342449202,7.56956475062377,1.01
"X[25,8]",7.01816965748417,0.422549361804017,6.20521497746411,7.01832810157669,7.84213451931637,1
"X[26,8]",6.85046623254606,0.434003033077555,6.01877000269027,6.83665722708866,7.73200893359016,1
"X[27,8]",6.75158846467151,0.43570297926851,5.92665567229092,6.75011846883034,7.63892501719658,1.01
"X[28,8]",6.52220295125614,0.445280653448631,5.59940159895238,6.53871656415136,7.34566934531762,1.01
"X[29,8]",6.17499420073308,0.444582983726403,5.29046091590306,6.16773820391057,7.03000818040672,1
"X[30,8]",6.08319007505217,0.471440151309826,5.19079335205739,6.0795707989257,7.04812298693118,1.01
"X[31,8]",5.9754935222091,0.562654719988587,4.85997471602902,5.98864405698257,7.06878569955991,1
"X[32,8]",5.82816467502842,0.422605696416951,4.99776116999973,5.82974578353221,6.68215177292796,1.01
"X[33,8]",6.43705388161456,0.426883962728311,5.59051255583772,6.44357982170007,7.26651262332016,1.01
"X[34,8]",6.54105029244905,0.417808686006366,5.6973584816945,6.55280097834453,7.32584651757207,1.02
"X[35,8]",6.91746419906841,0.432332479077417,6.0495210254414,6.92375302501326,7.75561664918279,1
"X[36,8]",6.47463057947068,0.441618337318926,5.5489781421754,6.48228734256613,7.3188464327867,1
"X[37,8]",6.60283906472785,0.422554443585265,5.74260496202591,6.60658449609625,7.39167847625687,1
"X[38,8]",6.97512904188098,0.500824941930524,5.99691146841002,6.96756982569276,7.97833805000311,1
"X[39,8]",6.74148711740459,0.544753221270277,5.68419497657223,6.72540789138861,7.7983454386239,1.01
"X[40,8]",6.76821652406621,0.791597196227743,5.18783974536878,6.77525988956875,8.26856303852471,1.01
"X[41,8]",6.83192716393176,0.958862043540223,4.9657670715847,6.82652606194176,8.72950711025032,1.01
"X[42,8]",6.90166361360176,1.08300290315487,4.77619763001602,6.8995405054931,9.04060200589572,1
"X[43,8]",6.99997384690196,1.20213939193356,4.63730301564117,6.99988576500263,9.38726805865574,1
"X[44,8]",7.00568628498877,1.27439686307752,4.58896898290738,6.98507681836226,9.55147788882778,1
"X[45,8]",7.00019538417103,1.33440601600745,4.43025778091242,7.00488373839398,9.62437094122656,1
"X[46,8]",7.02175805669907,1.37036232965772,4.39459868638922,7.0290062434048,9.71939539270038,1
"X[47,8]",7.04087543118038,1.38811965461185,4.23120632563249,7.04560395801759,9.76072992088661,1
"X[48,8]",7.02771873330836,1.39698639179469,4.32475298535031,6.99455533953642,9.80052147281532,1
"X[49,8]",7.00741242888026,1.40298736819666,4.28653746113131,6.98153881018301,9.80619280893406,1
"X[50,8]",7.03452622543396,1.39320439144334,4.29078582905248,7.02716144878202,9.80562330228736,1
"X[51,8]",7.15434008080085,1.33874854717664,4.53690716796417,7.18941279370995,9.80858230121563,1
"X[52,8]",7.22274861613072,1.28913001010698,4.71413688987299,7.22891843204967,9.74477375456404,1
"X[53,8]",7.29026978483534,1.21699460933131,4.91102610975908,7.292102311198,9.66314008890207,1
"X[54,8]",7.37425309462167,1.12016894560043,5.12671258472853,7.36280949511892,9.54679984794409,1
"X[55,8]",7.40412547011904,1.00265559051981,5.46274100185378,7.39943202728453,9.37673601831676,1
"X[56,8]",7.46633072462587,1.05955757832521,5.40426480040663,7.46011079951514,9.52808074977527,1
"X[57,8]",7.4959402548134,1.09165907242827,5.39949906094115,7.49014501119032,9.65611473583276,1
"X[58,8]",7.56486131419681,1.10092703494836,5.44552861559421,7.55610728092886,9.73461145766271,1
"X[59,8]",7.61134706218006,1.05133708968613,5.54177773585827,7.60801971295422,9.74993947343802,1
"X[60,8]",7.72832829840878,0.990933120561225,5.8132726626339,7.71040776481619,9.69077488639309,1
"X[61,8]",7.84605578837228,0.893610866949066,6.13720657926913,7.84491502136429,9.61582917770514,1
"X[62,8]",7.8515228732379,0.934112848637175,6.00330457527662,7.84884309579941,9.66867080971283,1
"X[63,8]",7.95188418836877,1.11762297348782,5.76185904307841,7.94503499701309,10.1712426688909,1
"X[64,8]",8.082729143707,1.29262207124814,5.5143613958117,8.10354801712323,10.6429363532196,1
"X[65,8]",8.18463821028411,1.43629142729788,5.36004091518376,8.17054760771051,10.9960183208045,1
"X[66,8]",8.2455106288395,1.57195600832367,5.22513161980562,8.25188535502408,11.3219706657753,1
"X[1,9]",5.3974717802745,1.64530494523345,2.12822298541754,5.37995674977903,8.68524775078497,1
"X[2,9]",5.55376944027511,1.49548031847692,2.58106157963481,5.54254703226765,8.5137230536303,1
"X[3,9]",5.67998956094949,1.37190504813328,2.99619317717914,5.70180351558493,8.37130913861276,1
"X[4,9]",5.81095495664814,1.21578597509753,3.48855195242044,5.81620277050329,8.2179148857536,1
"X[5,9]",5.91086777710286,1.0294137841563,3.91997191815005,5.9246725834633,7.92712953824981,1
"X[6,9]",6.01329772220748,0.811759652009114,4.46482145770615,6.00663512972861,7.58380289298518,1
"X[7,9]",5.88923252537277,0.651081799514298,4.61117872990887,5.8821045173356,7.18980739425866,1
"X[8,9]",6.0842200897666,0.854685570630604,4.43279419762089,6.07270692134867,7.77298552592665,1
"X[9,9]",6.18780093084981,0.985109924332981,4.30796014254769,6.17241897778161,8.15905834173853,1
"X[10,9]",6.26151502670727,1.09914117047074,4.10915536176432,6.26305529168738,8.40575084611434,1
"X[11,9]",6.37146153958895,1.1625687932879,3.96392499090115,6.37824661350432,8.63406357053139,1
"X[12,9]",6.47341149253996,1.18885736579196,4.10758948631907,6.46642650597875,8.79731146893616,1
"X[13,9]",6.5726475296036,1.20750226978538,4.20738534597195,6.56954791416828,8.92251780770095,1
"X[14,9]",6.73955092504064,1.19043210742345,4.37788054508266,6.74251723615742,9.08203235763512,1
"X[15,9]",6.8817596948157,1.14644362537978,4.62885657353775,6.90016558489268,9.14572012198457,1
"X[16,9]",7.03320992380746,1.07508448501263,4.90457810225673,7.04459911088412,9.1360168600781,1
"X[17,9]",7.15497571489047,0.999926457345231,5.15473980810917,7.17171567921858,9.09280537413064,1
"X[18,9]",7.30213898290455,0.868257585365888,5.56052628528817,7.31531496718006,8.98821236361189,1
"X[19,9]",7.58604352023383,0.859354328140939,5.85954418801873,7.59680869730475,9.24757205250226,1
"X[20,9]",7.85473282564113,0.786884414684536,6.27241519598056,7.85871878323005,9.38018298649361,1
"X[21,9]",8.13835496925687,0.621136168188941,6.9243279084424,8.14104978393017,9.3353072974573,1
"X[22,9]",8.09062057950283,0.449622423633371,7.23588355587549,8.09306028093833,8.94825241649329,1.01
"X[23,9]",9.03894291126935,0.403020784016665,8.23794803710655,9.04323725981022,9.82913262923121,1.01
"X[24,9]",9.51576366195685,0.413065494023552,8.68696415762722,9.51464077931558,10.3394803192553,1
"X[25,9]",9.43525115588145,0.438479797300985,8.57530626672963,9.43931175969715,10.2949605879119,1
"X[26,9]",9.22967806388744,0.442487609805941,8.34395203335358,9.23841722783869,10.0936140549014,1
"X[27,9]",9.19978506499073,0.461409855413908,8.26849829806498,9.21132022195683,10.078272041253,1
"X[28,9]",9.47314665801211,0.588372464335205,8.33018513301236,9.4715228306803,10.5901233797238,1
"X[29,9]",9.55029544610328,0.617216913545658,8.34768088382622,9.54008446818521,10.7696880500595,1
"X[30,9]",9.4933233858541,0.65617577186414,8.22193069813154,9.49052972088928,10.7678953955507,1
"X[31,9]",9.3938032009867,0.719832539570756,7.93854925671002,9.40023728005448,10.7624849060032,1
"X[32,9]",9.27033632551115,0.669568522046786,7.94753160318726,9.27198473109543,10.5643884240381,1
"X[33,9]",9.09554355439385,0.658457311514662,7.80651176118902,9.10184790861224,10.3795160994979,1
"X[34,9]",9.17305228382995,0.640564768957124,7.92257363225261,9.1807486230651,10.402899795279,1
"X[35,9]",9.10076189941786,0.643247813619532,7.89258998192239,9.09638969262162,10.3765857858409,1
"X[36,9]",9.02619486314045,0.65176211918306,7.75259132217494,9.02984048398132,10.3487207543619,1
"X[37,9]",8.98062886719114,0.659254646364712,7.6900773617004,8.97395832110568,10.2578558803722,1
"X[38,9]",8.82816857751617,0.671875106701739,7.49850353624581,8.83788565522989,10.1365211156934,1
"X[39,9]",8.55882143478853,0.726436030278071,7.15144148585278,8.55019007502148,10.0194098782479,1
"X[40,9]",8.32135105908705,0.690032181172141,6.98516425407879,8.30902186455353,9.69929192771467,1
"X[41,9]",8.3245863160886,0.677357767425701,6.99481420916237,8.31665016052635,9.63331949286884,1
"X[42,9]",8.32949200933739,0.668367235742968,6.98485223439619,8.33297338815021,9.60735069336615,1
"X[43,9]",8.35372323364582,0.664714782117483,7.04223526954478,8.35489097583365,9.63765409013003,1
"X[44,9]",8.23267938137048,0.675065942753452,6.94034414436016,8.24052244425393,9.57191673501291,1
"X[45,9]",8.32782380002562,0.7031528704892,6.96140885147512,8.31691728543004,9.74563002466478,1
"X[46,9]",8.33531950727331,0.784641530448685,6.77546865608768,8.34116640893226,9.88998562395199,1
"X[47,9]",8.30452174224927,0.973584300229861,6.40264504353026,8.31182393006419,10.1925040101262,1
"X[48,9]",8.23169829169874,1.13088160676329,6.04655226228919,8.24847090311102,10.3951274107761,1
"X[49,9]",8.15646646574353,1.26093042081648,5.6830779436746,8.16417646974459,10.6346093424198,1
"X[50,9]",8.10979512699503,1.34240684921976,5.53518606816975,8.11174524309533,10.77647968922,1
"X[51,9]",8.19494739292976,1.39958215638864,5.41977400802597,8.18809194357128,10.9650991804164,1
"X[52,9]",8.20862239164613,1.44663084043164,5.39531553919132,8.21376312091964,11.0310891447635,1
"X[53,9]",8.2370077278867,1.47690875130847,5.40903062527518,8.26780733302751,11.0866490731169,1
"X[54,9]",8.25739859283066,1.50510013100608,5.33231455451135,8.28441058216689,11.2684273334979,1
"X[55,9]",8.24152494896673,1.5453120040096,5.18454594251345,8.2593807620109,11.2093378975504,1
"X[56,9]",8.23048274094136,1.57228979264493,5.26372073474896,8.20441290877954,11.2656346321044,1
"X[57,9]",8.18639971157518,1.5507390890102,5.19215881238382,8.22203463666348,11.1972719180075,1
"X[58,9]",8.17360016702198,1.54786370395943,5.17764480775755,8.16126992315232,11.2188207569744,1
"X[59,9]",8.18489048041098,1.53171805035245,5.23883414079074,8.17418823632396,11.2403842072749,1
"X[60,9]",8.23845353443752,1.48110377200674,5.33118552114371,8.23152574011429,11.097093252108,1
"X[61,9]",8.2915152744236,1.42643032256837,5.43113258743574,8.31049817924369,11.0679290656023,1
"X[62,9]",8.29647055579022,1.35694369872802,5.52536487587,8.31668858810774,10.9842277919501,1
"X[63,9]",8.33038748115689,1.29244564861378,5.75164527719748,8.32282539729401,10.869472765071,1
"X[64,9]",8.39385256696899,1.22479775935032,5.97251350744704,8.3865829466454,10.8218256484119,1
"X[65,9]",8.51187493641203,1.37601766862201,5.70810825208354,8.53654775598964,11.2023117579551,1
"X[66,9]",8.55345339750132,1.51645318689748,5.51439018527312,8.55579902333544,11.5399158620673,1
"X[1,10]",8.54768373593311,0.785844904844597,7.02242788530591,8.53815876299775,10.0674473712896,1
"X[2,10]",8.779908349443,0.6396648224821,7.55727884867627,8.79015109738229,10.0247473250263,1
"X[3,10]",8.53342835729384,0.481574063253955,7.5927023261828,8.53774887661367,9.49850044378633,1
"X[4,10]",8.63865938899495,0.57758727601161,7.49378750681377,8.64355717276859,9.78113731280573,1
"X[5,10]",8.79551396820922,0.552907344255077,7.74185061203558,8.7905408284063,9.88401689531426,1
"X[6,10]",8.62658305115579,0.499504769191654,7.67506747406742,8.61051374958111,9.63161400414452,1.01
"X[7,10]",9.38091325808095,0.548820196819023,8.2962719487613,9.38403047857318,10.4734099794723,1
"X[8,10]",9.79631562412578,0.436143033748041,8.95156527969682,9.78848486816037,10.6954051686105,1.01
"X[9,10]",9.16961830222523,0.518639842725281,8.06959013267128,9.17575385604271,10.1828022880894,1.03
"X[10,10]",8.03020094791371,0.461425854820584,7.11046510374149,8.0367702343103,8.90963596571921,1.01
"X[11,10]",7.78613454235417,0.59894692684757,6.60761754163862,7.79494665643997,8.94874468353453,1
"X[12,10]",7.76062409840091,0.682537198198493,6.40843892419184,7.76471425945899,9.09174692305909,1
"X[13,10]",7.7730327017816,0.648480936272677,6.48893061398565,7.77406027498506,9.05336065916011,1
"X[14,10]",8.12700579854766,0.612811017298372,6.93727115701687,8.1299133083931,9.29486428558961,1
"X[15,10]",9.03243080752951,0.541406351361153,8.01554708904736,9.02929311738861,10.0856600798459,1
"X[16,10]",8.83069487187927,0.454084453007872,7.89118375522513,8.8476864800057,9.66775968253516,1
"X[17,10]",7.53386927492954,0.49395284255573,6.51290369083483,7.5424631703903,8.4684519679311,1
"X[18,10]",6.80048457187846,0.555691028760557,5.67114055105205,6.81021954847782,7.86508282208278,1
"X[19,10]",6.22579043195303,0.579304300190818,5.08393787577913,6.21630293421614,7.32958045154068,1.02
"X[20,10]",6.26359401941059,0.700592114540956,4.90258419552992,6.26732012689322,7.61962988183213,1.01
"X[21,10]",6.33299376551628,0.727913863509319,4.89846229672895,6.34292453756603,7.78812843547437,1
"X[22,10]",6.5196741139572,0.813558791922588,4.88617850982282,6.5196089636951,8.10227326773151,1
"X[23,10]",6.76470032597059,0.800822818403236,5.19653994887867,6.76922721077941,8.31666547701951,1
"X[24,10]",7.03011469436894,0.886965798445279,5.29247546606857,7.04587110685669,8.77869438091218,1
"X[25,10]",7.26972390386353,0.9008847573205,5.47369736618324,7.27297430306511,9.01267035115665,1
"X[26,10]",7.47202911737956,0.861402908249032,5.80676267046413,7.46338046999756,9.18336461727708,1
"X[27,10]",7.71737313109582,0.763633155567553,6.19794497328721,7.70803239379699,9.21900205157606,1
"X[28,10]",7.93400705134257,0.778900073281856,6.41031516035813,7.94389708955017,9.42794907066068,1
"X[29,10]",8.0969652857021,0.681221876230996,6.79380839116544,8.0987358440047,9.42380977985999,1
"X[30,10]",8.32480043923203,0.626125037403721,7.10920392803094,8.32299444252736,9.58079980383988,1
"X[31,10]",8.5531005419329,0.552867014215157,7.45552577225602,8.55293209768088,9.63244399542889,1
"X[32,10]",8.47541686051006,0.459622675511354,7.56252816573433,8.47475596035867,9.35286399152031,1
"X[33,10]",8.21959960297409,0.476699539315367,7.25883072543839,8.22679229459112,9.15970048794975,1
"X[34,10]",8.51771414039301,0.579397632391278,7.37819361294581,8.51942135819614,9.65730738237286,1
"X[35,10]",8.39822525701065,0.59582724917288,7.25120910750202,8.3928126576182,9.57144424980788,1
"X[36,10]",8.03568049760946,0.574062021012997,6.90118320294372,8.04138265395169,9.14652215312077,1
"X[37,10]",7.53081879036274,0.492853573350024,6.51523661272485,7.5352305382838,8.46902591687684,1
"X[38,10]",8.10314723842861,0.584875428419,6.94744730824294,8.10658837146465,9.23689723437592,1
"X[39,10]",8.46460262464312,0.622326851688882,7.25812592295271,8.46950571142159,9.66161884515611,1
"X[40,10]",8.64189461428209,0.640012413574483,7.38574882309187,8.63289670023748,9.90692852181243,1
"X[41,10]",8.74188892428193,0.643958347260009,7.48576106387704,8.74854683881298,10.0272654944509,1
"X[42,10]",8.76043058701082,0.647105522653322,7.49757079339583,8.75473683003063,10.0566058252464,1
"X[43,10]",8.63424678484678,0.621511448934107,7.43220067056449,8.62306505458647,9.84624294165987,1
"X[44,10]",8.46550185158344,0.5793274658406,7.33976153364642,8.46890631863499,9.59428658642508,1
"X[45,10]",7.9281719518121,0.474409264244591,6.96400803787372,7.93837054387262,8.80717886672754,1.01
"X[46,10]",8.03675168624492,0.580545108724454,6.9067348819732,8.04337911203326,9.13010048326441,1
"X[47,10]",8.24944410718954,0.625656007036001,7.08256832727428,8.24950729942283,9.46691799643725,1
"X[48,10]",8.36582817828813,0.64578889355836,7.10159650211694,8.37913467288146,9.60273421400264,1
"X[49,10]",8.45599084954924,0.664335334646116,7.16599776380492,8.46071648294782,9.79752850309543,1
"X[50,10]",8.43757270829909,0.663873712758681,7.14049943523719,8.44351286999716,9.75281921896711,1
"X[51,10]",8.52218092945798,0.646976195584641,7.27883103204598,8.51734686773433,9.80790698776411,1
"X[52,10]",8.545590852307,0.648132630548435,7.27251210238995,8.52911568480932,9.80439193887119,1
"X[53,10]",8.63092162355481,0.663131802041876,7.32385773642484,8.62826911510574,9.94310400820256,1
"X[54,10]",8.75241736286138,0.665018774543835,7.44037834883785,8.74565020311218,10.065984821195,1
"X[55,10]",8.90010863614644,0.657263344250335,7.5821688370757,8.90092810885237,10.1837979774375,1
"X[56,10]",8.9681855877428,0.664091262844594,7.66912668934006,8.96651122884054,10.2878238543493,1
"X[57,10]",9.01317414731803,0.659377292795653,7.69155587869385,9.02309778670217,10.2893769818656,1
"X[58,10]",9.00226259140624,0.663901052988698,7.68369887296641,9.00514703923896,10.2992739196138,1
"X[59,10]",9.00244116722575,0.649478052342029,7.72913798374498,8.99425087846567,10.2422734881926,1
"X[60,10]",9.07146096780471,0.649349952482891,7.80220872373593,9.07030896037972,10.3713325679909,1
"X[61,10]",9.10446137885215,0.659628936385847,7.82191663603694,9.09336005355047,10.4201243504953,1
"X[62,10]",9.04096441465168,0.663952283791216,7.7633518668594,9.03370635795865,10.3414757838294,1
"X[63,10]",9.08423406634798,0.654564598617454,7.82664752266696,9.07096207162127,10.3883303509085,1
"X[64,10]",9.14819712746553,0.680701520899975,7.84326134031068,9.1459389708764,10.500187093314,1
"X[65,10]",9.25383096187529,0.725414853197567,7.84284731423099,9.25684543825301,10.7045214760542,1
"X[66,10]",9.24818587696003,0.825890565870584,7.61024898053869,9.22510634324505,10.8905991258033,1
"X[1,11]",9.21017148777155,0.823030742720461,7.64502862654102,9.2225133958021,10.8585772763022,1
"X[2,11]",9.22573559051578,0.718740244497728,7.80166992054691,9.23363776761289,10.5852466436126,1
"X[3,11]",9.07760395905291,0.675549787597803,7.72896819459054,9.08384372341005,10.4011881827504,1
"X[4,11]",9.2939701814141,0.647594309338469,8.02099633785061,9.30313110804168,10.5670468357589,1
"X[5,11]",9.35079964067389,0.612804174371181,8.15962640922537,9.34072573035754,10.5428358616958,1
"X[6,11]",9.33113906873872,0.566195401474527,8.22846550140443,9.33875934585107,10.4310507555649,1.01
"X[7,11]",9.48137077512863,0.525277719971648,8.46365696355137,9.48002541494039,10.5623748684047,1.03
"X[8,11]",9.4311631525712,0.665921572487686,8.12665457217522,9.41809569870674,10.7334799357722,1.01
"X[9,11]",9.29167906687767,0.647970813925077,8.01391068288844,9.28707550837364,10.5622901390257,1.01
"X[10,11]",9.56472815429566,0.640721519576101,8.33899414616406,9.55355346260948,10.8387526842198,1
"X[11,11]",9.69630758734668,0.605464604462896,8.53074632891652,9.69492841067338,10.8540974294862,1
"X[12,11]",9.94483442131286,0.557157306430155,8.8454614164904,9.93188332700907,11.0497475189308,1
"X[13,11]",10.1434605098811,0.440555414960462,9.25711955096211,10.1481698322309,10.9771453287153,1.02
"X[14,11]",10.5140293514584,0.386511839839549,9.76717681234183,10.5108540754067,11.2656994067699,1.03
"X[15,11]",10.3583212422792,0.401163364366175,9.6295486825768,10.3418109294384,11.1837429147309,1.03
"X[16,11]",9.83913560608207,0.427907624706335,9.10580730225404,9.79451201102563,10.7288634575764,1.05
"X[17,11]",8.52636413971512,0.455312302975999,7.61705606078657,8.52882779289606,9.41628186665084,1.11
"X[18,11]",7.57957288490889,0.523735968611226,6.45646135925602,7.59778940753433,8.51929748835448,1.02
"X[19,11]",7.73757572548165,0.600088294005936,6.52956271735018,7.74638286525409,8.91468029697871,1.01
"X[20,11]",7.96289741736288,0.618508185130211,6.73281074435715,7.95761526869864,9.17106731683982,1.01
"X[21,11]",8.42756991970879,0.627037707516016,7.20870877893286,8.42696912611374,9.66641993851409,1
"X[22,11]",8.73855875728798,0.608824886637509,7.51683898868128,8.73778768729164,9.90829059993499,1
"X[23,11]",8.94768830593942,0.461210262975219,8.04620278003022,8.93700748515022,9.87083580155339,1.01
"X[24,11]",9.21521052794439,0.416526189639351,8.36106026321664,9.21691270381116,10.0110650272343,1.01
"X[25,11]",9.50763820507961,0.418633094891142,8.68323129564905,9.51325094762327,10.3282220423764,1.02
"X[26,11]",9.90339721391845,0.411766811398047,9.09904533519039,9.90131597852622,10.7124346509262,1.01
"X[27,11]",10.2684634198221,0.451514324340119,9.33481906769985,10.2817884241934,11.1244134286389,1.03
"X[28,11]",10.4613469820023,0.421668187835205,9.61428275632691,10.4540601672561,11.3086235270948,1.01
"X[29,11]",10.3846723003538,0.429666256114655,9.5556760765188,10.3830309712372,11.2648006128034,1.01
"X[30,11]",10.0962458667655,0.4500170796684,9.21184558460141,10.0937204802271,10.9602835149854,1.01
"X[31,11]",9.79723376284772,0.439248007701613,8.91008018239524,9.8181229952255,10.6058542287084,1
"X[32,11]",9.66447426180214,0.444820118935292,8.79236621763554,9.66963621759469,10.527242272678,1.01
"X[33,11]",9.2012243994547,0.41087060357959,8.38961052690574,9.18920912629228,10.0272633565772,1.01
"X[34,11]",8.86466384190853,0.445342348022242,7.9562375538596,8.88872007161231,9.69717651245671,1.01
"X[35,11]",8.96512481781277,0.421796292266753,8.11657397470342,8.96793200826292,9.76847859184442,1.01
"X[36,11]",9.43872076250315,0.436107404016364,8.56366485898631,9.44680011092799,10.2913048381663,1
"X[37,11]",9.06108636689686,0.459660911413191,8.13985110073535,9.06846626323267,9.95345806901672,1.01
"X[38,11]",9.08525123994277,0.574574087094852,7.95245271820634,9.08858666289357,10.220962236308,1
"X[39,11]",8.83880704604669,0.592916117263848,7.65812016629375,8.83013921025883,10.0335192372521,1
"X[40,11]",8.52909144383593,0.550636309188797,7.46894526086192,8.52760085048007,9.60319041040665,1
"X[41,11]",7.69989822870585,0.453564067491883,6.80633620862802,7.69564215948787,8.62935895253345,1.01
"X[42,11]",7.08780351034226,0.427740725384686,6.28678367236958,7.08878372460078,7.91955087115929,1
"X[43,11]",7.54443124286537,0.428747316955929,6.68832203977996,7.55124937028323,8.352998298128,1
"X[44,11]",8.70694983258097,0.448836526116607,7.7808011120074,8.71552174546888,9.54868035947352,1.01
"X[45,11]",8.96126511966287,0.582918404166424,7.79250711362566,8.96250928245517,10.1024680214222,1
"X[46,11]",9.06523753876917,0.609775468160755,7.85432304031492,9.06060138708357,10.2597614348514,1
"X[47,11]",8.98838302935168,0.611271337459624,7.81492242061451,8.99362489049095,10.1638483295766,1
"X[48,11]",8.84344834750892,0.563762362706825,7.77962556276843,8.83655763034454,10.0200714965609,1
