"","mean","sd","2.5%","50%","97.5%","Rhat"
"Pc[96]",0.23294269049969,0.0778654127516722,0.108421861373718,0.222930603447854,0.406772560736305,1.01
"Pc[97]",0.122726765577319,0.0442604607251453,0.0569618541633751,0.116231557288739,0.227538629142342,1
"Pc[98]",0.188181682306592,0.0658277184582852,0.0834062567948487,0.179437438984705,0.34204533302589,1.02
"Pc[99]",0.166329795550461,0.0557915645291092,0.0795274805073585,0.159570293125872,0.292579355183816,1.01
"Pc[100]",0.32597544477511,0.0911184182641811,0.169828996424989,0.317599076274754,0.523439632473869,1.01
"Pc[101]",0.148649955752717,0.0604271117623545,0.0592477564491134,0.13817211610804,0.2956680636974,1
"Pc[102]",0.147831862502657,0.0514642606750626,0.0671145048988504,0.141895805267897,0.269973682629695,1.01
"Pc[103]",0.229859486085128,0.0810858552283109,0.105490527451315,0.218462055903508,0.423411569571003,1.01
"Pc[104]",0.276497727655047,0.0950571403912684,0.121658664496469,0.267882772838584,0.49100672349869,1
"Pc[105]",0.271631359443605,0.0812071132564607,0.140642232154149,0.261370149519836,0.44806044438067,1
"Pc[106]",0.0747956612808742,0.0303120758318984,0.0332649534275904,0.0691928221583743,0.149202780983551,1.02
"Pc[107]",0.123846617805678,0.0499677224732482,0.0540016534026797,0.113663452000589,0.245894702400921,1.01
"Pc[108]",0.341323114489512,0.100225445255506,0.172090268596655,0.329741715888888,0.56128891804852,1.01
"Pc[109]",0.319413903043474,0.0915431638224818,0.164196791472496,0.311148474289376,0.520385142070232,1
"Pc[110]",0.0732095827702582,0.0292501277299492,0.0317186843811652,0.0680176584636936,0.146586500719401,1.01
"Pc[111]",0.0798310993817554,0.0371732726540686,0.0300753720122476,0.0715664545561465,0.172416615677237,1.01
"Pc[112]",0.0326235855167709,0.0134466607208183,0.0141706394410567,0.0303010303065791,0.0658906223103391,1.01
"Pc[113]",0.105712551190172,0.0430472449667821,0.0450959633651433,0.0979983605516179,0.215990236583226,1
"Pc[114]",0.328693534756079,0.0929277969555259,0.168157465101468,0.320211723823524,0.532814542867714,1
"Pc[115]",0.144467998816524,0.0512106666959422,0.0668164124123594,0.137201208332605,0.263001510259069,1.01
"Pc[116]",0.0818848174617433,0.0330953382324107,0.0361632614020702,0.0760682302025023,0.163908758287227,1
"Pc[117]",0.050022831432925,0.0250193132014398,0.0181253221513427,0.0448746732751569,0.11544648172527,1.01
"Pc[118]",0.237353848543101,0.0814904651747881,0.107562295425407,0.226137976898229,0.426504040205224,1.01
"Pc[119]",0.222498899290613,0.0780231920685379,0.0990785229580885,0.212677660329004,0.401850156647041,1.01
"Pc[120]",0.262604419469676,0.101601534689875,0.10369023297897,0.252320002673853,0.489237403919571,1.01
"Pc[121]",0.148840569802822,0.0528616475037881,0.0694975649357272,0.140818828372342,0.269605361368976,1.01
"Pc[122]",0.108194191584829,0.0417749502994649,0.0485615273932889,0.102515577455697,0.208369719494932,1.01
"Pc[123]",0.258131041042172,0.0899229693883324,0.115467070261465,0.245185078982215,0.456144737337071,1.01
"Pc[124]",0.0901642664695999,0.0338145369551936,0.0390864502545752,0.0852059240189948,0.171274285322684,1.01
"Pc[125]",0.373314332748979,0.104058776194594,0.196970466304521,0.364380885147107,0.599409179974581,1
"Pc[126]",0.112727454948323,0.0422831180202878,0.0500703759955792,0.105917990976735,0.210129254837004,1
"Pc[127]",0.149542988817819,0.0572898096883977,0.0607214543474924,0.141438433309526,0.285495419414168,1
"Pc[128]",0.374166224647663,0.0991350660280904,0.197967978916786,0.370734114705581,0.580903453757116,1.01
"Pc[129]",0.284580393624627,0.0902204604268411,0.131935393695228,0.278144223053844,0.480212553229429,1
"Pc[130]",0.0442305674718315,0.0184642089357715,0.0181886900881027,0.0408181850009454,0.0864075187095302,1.01
"Pc[131]",0.278066027704428,0.0847765647379844,0.135658783438681,0.271831211143959,0.465463132697555,1
"Pc[132]",0.354564185100728,0.112878524819474,0.16462895241336,0.345843445944905,0.597266614473007,1.01
"Pc[133]",0.0355977102517574,0.015517315681749,0.0148922435204407,0.0326499590335293,0.0741107688229623,1.01
"Pc[134]",0.0854909206075458,0.0381586738725136,0.0309669220017572,0.0793900423719887,0.176000811461555,1.01
"Pc[135]",0.309499647523774,0.101120856802284,0.143348755224108,0.295557293796967,0.531817743174895,1.02
"Pc[136]",0.37609541937366,0.126620575402588,0.157798672025338,0.36499482522253,0.643009822436881,1
"Pc[137]",0.316209333546927,0.0945111354684427,0.161455970762112,0.307007666167913,0.529789191203096,1.01
"Pc[138]",0.0964812966931718,0.0448809102430303,0.0358511366333462,0.0878695862752795,0.205182106294291,1.01
"Pc[139]",0.105599712592578,0.0461131025879335,0.0427574331104384,0.0967246490652305,0.220317421981535,1.01
"Pc[140]",0.201683785982709,0.0914639804043698,0.0697022256192353,0.187394585429565,0.417547335587641,1.02
"Pc[141]",0.170022443200343,0.0717656321890203,0.0655721535531372,0.159196960886459,0.336396950118739,1
"Pc[142]",0.0905005026017887,0.0367415655831449,0.0380908365505484,0.0841977222239684,0.180452682955863,1
"Pc[143]",0.153674366028424,0.0599766131391238,0.062798258556219,0.144770023249859,0.297184240828757,1.01
"Pc[144]",0.247635429774054,0.0776392025229208,0.119436181580885,0.24117436800804,0.416074912682555,1
"Pc[145]",0.105768726755701,0.0415122708022849,0.0454724256621273,0.0990059778454802,0.207938923658115,1.01
"Pc[146]",0.19736442694579,0.0734221957758128,0.0810218139659052,0.187895862235033,0.367001116187224,1.01
"Pc[147]",0.0432081230721719,0.0195778645743132,0.016601559022887,0.0393738734975216,0.0929950839016333,1.02
"Pc[148]",0.137569410807584,0.0568252624973039,0.0520433214397623,0.128352392220416,0.270185582190467,1.01
"Pc[149]",0.0967410416100833,0.0382624866341119,0.0392998478343406,0.0910377394151534,0.18494063763158,1.01
"Pc[150]",0.161520149410596,0.061075007694833,0.0674314138047828,0.153248500930437,0.308294081832986,1.02
"Pc[151]",0.130179944448854,0.0545225611389913,0.051456555653381,0.121966674065002,0.264732679747456,1
"Pc[152]",0.0793839563241891,0.0310832424937627,0.0335819417572098,0.0736872668423904,0.155839183169326,1.01
"Pc[153]",0.15387995070045,0.0628702336710444,0.0630769444590105,0.14255228504826,0.300058423721789,1
"Pc[154]",0.185382425279788,0.0655955846012715,0.0854000284121129,0.175577001096145,0.336923088847962,1
"Pc[155]",0.107702562838074,0.0452913076299062,0.0431207199479061,0.100090369349233,0.215613819092219,1.01
"Pc[156]",0.105576592413244,0.0505372215512225,0.0351068696516964,0.0956144322151551,0.229901515985932,1.03
"Umu",0.0618817162311976,0.0291423646280381,0.00526607934706149,0.0613310675260227,0.11975365680355,1
"X[1,1]",5.8954754942535,2.04269734977708,1.85095853445519,5.8838295234633,9.97978299788408,1
"X[2,1]",6.04265127861414,1.94219514424362,2.24728928613696,6.03019568542604,9.9228779278729,1
"X[3,1]",6.16969468565943,1.84883664498729,2.51132594295806,6.1348869905824,9.87153277324521,1
"X[4,1]",6.29261830134875,1.74960205516795,2.89874808187824,6.24320754647782,9.80447279226431,1
"X[5,1]",6.39950171191854,1.63685855689185,3.15896948094233,6.37838030408101,9.60984606378288,1
"X[6,1]",6.49287173331626,1.50142017600388,3.53142650590056,6.47971518812844,9.40957776191094,1
"X[7,1]",6.63767983265366,1.35950835998234,3.97244533974134,6.64465049053245,9.29276359270041,1
"X[8,1]",6.79206100120674,1.22657189234256,4.30675303679316,6.80523963860349,9.21505064485122,1
"X[9,1]",6.85342125000843,1.05649947275005,4.80087524966282,6.84223456771863,8.93543660005308,1
"X[10,1]",6.8858973839461,0.826895674631697,5.25668383868782,6.87637844716876,8.52658090597701,1
"X[11,1]",6.68837708782494,0.71125298556411,5.29874987744078,6.68474683922176,8.07812206858292,1
"X[12,1]",6.87018852774384,0.661295658135181,5.5894961610522,6.86246770781225,8.16108170029668,1
"X[13,1]",6.84218648366063,0.629315546647586,5.59270466119898,6.83900080533585,8.07945574832447,1
"X[14,1]",6.97762323892515,0.59431456063966,5.83351131121724,6.97203850384166,8.19435717243353,1
"X[15,1]",6.75520582096952,0.461750168456752,5.85277803465391,6.76120699435573,7.66825852083158,1
"X[16,1]",6.53140483472552,0.575619932315195,5.36583367585587,6.54327220213854,7.59749036035589,1.01
"X[17,1]",6.21587103110782,0.713721702994388,4.79613758245842,6.21277588225741,7.61330122849787,1
"X[18,1]",5.87566439276064,0.733676977805638,4.48745115554291,5.86724263863494,7.32892187669072,1
"X[19,1]",5.74639141275634,0.829790539609059,4.12197438334607,5.73210893510324,7.36953192474144,1
"X[20,1]",5.60955759543562,0.846960532432257,3.98144892637189,5.60609345236244,7.32552111117474,1.01
"X[21,1]",5.76092810735094,0.964103530415161,3.8983929652664,5.78253819745991,7.61517238628025,1
"X[22,1]",5.87308420800633,1.0411757648315,3.82981659456634,5.87635168998089,7.88448611069797,1
"X[23,1]",6.06740037435154,1.10440180324104,3.93553363009142,6.07773871136862,8.1772881109996,1
"X[24,1]",6.27164133569064,1.12533233321788,4.06999373998843,6.25741297187034,8.52620654252542,1
"X[25,1]",6.45410304571715,1.12564235972847,4.24219728313297,6.45759210785961,8.66237050807024,1
"X[26,1]",6.62366289972326,1.09976739673831,4.44515411610268,6.62255196240328,8.81654413659008,1
"X[27,1]",6.81693120118641,1.03278318345209,4.7622494054006,6.81234208368679,8.85506814732295,1
"X[28,1]",7.00267241899754,0.934882579329652,5.1088769878077,7.00005611636285,8.83148099559419,1
"X[29,1]",7.1225929467795,0.772767475131857,5.58159515874244,7.13120688066355,8.59862021970777,1
"X[30,1]",7.27364779285869,0.699098515809358,5.91095982304422,7.27886945246692,8.66385580543024,1
"X[31,1]",7.33110890908584,0.690179966408174,5.98649947939233,7.3162946078213,8.69941954324371,1
"X[32,1]",7.3024533998104,0.704376609138681,5.98406330144898,7.28779922239094,8.72600561073727,1
"X[33,1]",7.08251990656104,0.758066190130713,5.63731885983291,7.07488162137276,8.61196947269011,1
"X[34,1]",6.94857530345597,0.721413566404384,5.57292407965561,6.94277130459294,8.38323100869318,1
"X[35,1]",6.88633276804395,0.747885753314282,5.45093917184862,6.87800823651251,8.38664812024552,1
"X[36,1]",6.84778492347459,0.857846701111862,5.17854083861963,6.83095735822208,8.52568490483666,1
"X[37,1]",6.86294187276306,0.910908297158672,5.10755936614732,6.86741491014108,8.65892765308894,1
"X[38,1]",6.80263096348154,0.914937010446933,5.03848722400619,6.80913037200672,8.6239738839987,1
"X[39,1]",6.76101756973024,0.859909829507653,5.14171310626007,6.74895881012335,8.44094463605039,1
"X[40,1]",6.66312327807583,0.921284584296474,4.87613443272413,6.66142917115572,8.48332431493627,1
"X[41,1]",6.60835548235384,0.95255103437678,4.70931673426856,6.61018884381196,8.46471711970354,1
"X[42,1]",6.55050813433993,0.918494875991593,4.78492589054081,6.53501653176087,8.3122815062351,1
"X[43,1]",6.53708681696355,0.861512842326293,4.87286369864672,6.52761508591522,8.24033880082052,1
"X[44,1]",6.59173642819601,0.913778232258906,4.76335547819369,6.60760862014989,8.38249724025705,1
"X[45,1]",6.62036119289674,1.10143159666311,4.45477376814499,6.62744405774715,8.72175222013823,1
"X[46,1]",6.67351507953583,1.27497242629228,4.24354686287136,6.69244088341047,9.13665307234592,1
"X[47,1]",6.7187727377184,1.42479509437707,3.97354243304143,6.7286757117985,9.52283118662769,1
"X[48,1]",6.72316937594746,1.5737604957291,3.69357080702341,6.73667446960224,9.85526935208417,1
"X[49,1]",6.73374467067042,1.70574606978983,3.38940812461982,6.77921432799983,10.1291608657565,1
"X[50,1]",6.79036479821083,1.83052725898019,3.2518831512241,6.78817184336245,10.4294375427671,1
"X[51,1]",6.9383512471875,1.93316603812795,3.23978783246898,6.92852841607687,10.7361135817125,1
"X[52,1]",7.03787899480947,2.03377122885754,3.15449440790905,7.05401051753804,11.0636489705732,1
"X[53,1]",7.13994700059667,2.12139629455709,3.06310610349046,7.15031183451864,11.4515245691185,1
"X[54,1]",7.25392278956324,2.20471832641395,2.92166577118856,7.2398991442313,11.6192674594683,1
"X[55,1]",7.31522821559081,2.28716526605024,2.8377304953753,7.3505237480514,11.8221216457328,1
"X[56,1]",7.38574523741789,2.37772202183667,2.63603900813598,7.43678131672921,12.1058556711656,1
"X[57,1]",7.42247893554358,2.47510472482053,2.56369494282417,7.44945032090988,12.2967687907523,1
"X[58,1]",7.4999282335507,2.56866250191436,2.35149074421333,7.55078012401188,12.3583314544167,1
"X[59,1]",7.56442760432492,2.63724957610526,2.2251317658281,7.58952768762924,12.5409034419599,1
"X[60,1]",7.70627916919633,2.71321072424639,2.2962498435529,7.72928138204634,12.9244715121176,1
"X[61,1]",7.83565927032887,2.81494149560827,2.16501572183765,7.85787357420187,13.318015816173,1
"X[62,1]",7.89995976177081,2.90025378908008,2.11015809655285,7.88860218135184,13.5588196488515,1
"X[63,1]",8.00129084079366,2.96649938297666,2.01649546328657,8.02253236659203,13.7030005627301,1
"X[64,1]",8.10983054957765,3.04492608966772,2.09555546140554,8.16244312660746,14.0280241936072,1
"X[65,1]",8.20942650953907,3.11519620289897,2.13611674288959,8.25998151989633,14.2933639230617,1
"X[66,1]",8.26196535181275,3.17808828909828,2.06565700529277,8.28737501776149,14.4352553608721,1
"X[1,2]",6.39770767538444,2.03000864146167,2.33753322583408,6.38797648332688,10.3028793979432,1
"X[2,2]",6.53327874728066,1.94519216721389,2.73990876179054,6.48798195216101,10.3387613192894,1
"X[3,2]",6.65683179662231,1.8312980769195,3.05542992591377,6.60592719377457,10.2775830826958,1
"X[4,2]",6.79426087020613,1.71952828463519,3.50826077698905,6.75847240493842,10.2697328375116,1
"X[5,2]",6.88745696297708,1.59019544181032,3.80153877411021,6.8562679411907,10.1002530999684,1
"X[6,2]",6.98653621486732,1.47358224541333,4.0984697089032,6.95775422297739,9.95564673700038,1
"X[7,2]",7.12411669159585,1.33955430407595,4.56706545187357,7.10503280930802,9.89202217977478,1
"X[8,2]",7.28654232103013,1.19276261290324,5.00289131370647,7.2744226273985,9.64550744195978,1
"X[9,2]",7.35607588929039,1.02637503047444,5.36803894042892,7.35588245494654,9.40255107814594,1
"X[10,2]",7.39536612562054,0.816715449069212,5.85133199524026,7.39262817427106,9.05191365809064,1
"X[11,2]",7.45447660568519,0.721616221739823,6.02741317437123,7.45758320234742,8.88327397906258,1
"X[12,2]",7.50096299195206,0.673218738717344,6.15573899018095,7.50116237416631,8.7939352136455,1
"X[13,2]",7.64586640048257,0.652478159680399,6.34650930850854,7.64408036615644,8.9099476705395,1
"X[14,2]",7.74778038732379,0.671867918082277,6.414147354047,7.75522393716617,9.04305532320713,1
"X[15,2]",7.55760790405655,0.688593462467841,6.17467021892329,7.55234235678041,8.90061986335398,1
"X[16,2]",7.19561098574679,0.724231012248878,5.81718819305394,7.18562202058708,8.64154121544371,1
"X[17,2]",6.8063581177757,0.66640515866171,5.46157715535262,6.81382971659101,8.10919747735236,1
"X[18,2]",6.68278728538607,0.658494941053294,5.41786599521487,6.68426971858839,7.96106688760889,1
"X[19,2]",6.219086362133,0.657963529006356,4.92403122604211,6.22539084071291,7.47094169817092,1
"X[20,2]",6.50395177861173,0.655844730626031,5.17913024799472,6.51285531542976,7.75854721552348,1
"X[21,2]",6.654235306342,0.657272408431453,5.37340686501241,6.65050479220846,7.94333047424361,1
"X[22,2]",6.68067851809121,0.665056753049927,5.38754982700798,6.67087578834441,7.99744581424515,1
"X[23,2]",6.77850578397788,0.663066432403561,5.49153684521373,6.77491908396405,8.11096067349273,1
"X[24,2]",6.77533242643573,0.678974291949941,5.47769323352512,6.77518303930311,8.14117925044934,1
"X[25,2]",6.93527864254911,0.741017511662867,5.46153006376996,6.93479782157959,8.41200536874144,1
"X[26,2]",7.08160363252313,0.683620623981764,5.72525546234317,7.06976389846701,8.44916868056072,1
"X[27,2]",7.24351042291313,0.673576646537203,5.95720983133509,7.24475697057171,8.57527223965771,1
"X[28,2]",7.35132657091967,0.683086117532161,6.01774786884385,7.34526956099652,8.70621064766887,1
"X[29,2]",7.44157398022615,0.723036928421032,5.99088480536653,7.44204471915064,8.84014368760851,1
"X[30,2]",7.49275538211004,0.67673239542193,6.17711870572544,7.4945493851896,8.8218077217695,1
"X[31,2]",8.01629477341599,0.654011475884833,6.7559328522922,7.99703505671672,9.28935219831257,1
"X[32,2]",8.44795893868939,0.646443146436549,7.17670051180563,8.44292342282998,9.73453292722519,1
"X[33,2]",8.61807629294922,0.645714283884327,7.34883776133575,8.62065643618354,9.89028901035505,1
"X[34,2]",8.60958526671645,0.616149374146825,7.40501988127223,8.61448202566721,9.81888695607558,1
"X[35,2]",8.32512618176343,0.575683963439512,7.20474478348288,8.32792015777509,9.47852654308343,1
"X[36,2]",7.84303579783458,0.489412946092955,6.85995748466898,7.8627321399906,8.76968194977981,1.01
"X[37,2]",8.22800786830259,0.587035788943855,7.06702655360814,8.22196562805978,9.3957358995795,1
"X[38,2]",8.50812481029819,0.611621657284417,7.29843895967306,8.5063084456569,9.71605551479601,1
"X[39,2]",8.72836650635211,0.598551170238288,7.55101890200675,8.72544402896982,9.8959828856197,1
"X[40,2]",8.8416889025492,0.545613062326711,7.77429222603474,8.84636400872975,9.91601383393774,1
"X[41,2]",8.69461416562408,0.482615676182275,7.76320787584396,8.70895972420497,9.61620913806075,1.01
"X[42,2]",8.42951156160565,0.564477819890041,7.31718532888418,8.41630658887586,9.5453822202919,1
"X[43,2]",8.07438890922039,0.568556492034432,6.96357404442698,8.07487953325069,9.19416781165694,1
"X[44,2]",7.31295328114846,0.494513625260607,6.38992080412677,7.29734456436113,8.29062156352313,1.01
"X[45,2]",7.16180086921334,0.605516608848931,5.99840371554629,7.16442274306882,8.38670059934518,1
